,OBJECTID,collection_method,created_date,created_user,difficulty,difficulty_max,difficulty_min,difficulty_outlier,last_edited_date,last_edited_user,name,name_common,name_river,name_section,nav_link_aw,notes,reach_id,side_of_river,type,SHAPE
3123,3124,,,,III-IV,IV,III,,,,,,Hershel Run,Belfast Road to Stonelick Creek,http://www.americanwhitewater.org/content/River/detail/id/3142/,,3142,,putin,"{'x': -84.13447168999994, 'y': 39.12721941500007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3124,3125,,,,III+(IV),III+,,IV,,,,,Hall's Creek,Shawhan Road to Hall's Creek Road,http://www.americanwhitewater.org/content/River/detail/id/3143/,,3143,,putin,"{'x': -84.14917531799995, 'y': 39.385001199000044, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3125,3126,,,,V,V,,,,,,Chelan Gorge,Chelan,Lake Chelan to Columbia River,http://www.americanwhitewater.org/content/River/detail/id/3144/,,3144,,putin,"{'x': -120.01101479099998, 'y': 47.83390336900004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3126,3127,,,,IV-V+,V+,IV,,,,,,Hornbeck's Creek,Emery's Rd. to Rte. 209,http://www.americanwhitewater.org/content/River/detail/id/3145/,,3145,,putin,"{'x': -74.90947370199996, 'y': 41.19557522900004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3127,3128,,,,IV-V,V,IV,,,,,,Cheoah,Santeetlah Dam  to Calderwood Lake Boat Launch,http://www.americanwhitewater.org/content/River/detail/id/3146/,,3146,,putin,"{'x': -83.87837162999995, 'y': 35.379715230000045, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3128,3129,,,,V+,V+,,,,,,,Snake,C) Milner Dam to Milner Power Plant (Milner Mile),http://www.americanwhitewater.org/content/River/detail/id/3147/,,3147,,putin,"{'x': -114.01372655599994, 'y': 42.52593467200006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3129,3130,,,,IV-V,V,IV,,,,,,Tshletshy,Headwaters to Queets Campground,http://www.americanwhitewater.org/content/River/detail/id/3148/,,3148,,putin,"{'x': -123.74086635599997, 'y': 47.606242415000054, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3130,3131,,,,I,I,,,,,,Upper Meramec,Meramec,Maramec Spring to Meramec Caverns (67 miles),http://www.americanwhitewater.org/content/River/detail/id/3149/,,3149,,putin,"{'x': -91.36006279299994, 'y': 37.998343144000046, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3131,3132,,,,V,V,,,,,,Teacups,Dry Meadow Creek,to North Fork Kern,http://www.americanwhitewater.org/content/River/detail/id/3150/,,3150,,putin,"{'x': -118.50299999999999, 'y': 36.003300000000024, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3132,3133,,,,V+,V+,,,,,,,"Miller, West Fork",Upstream of Miller Rd. Bridge,http://www.americanwhitewater.org/content/River/detail/id/3151/,,3151,,putin,"{'x': -121.41115769699996, 'y': 47.65991125600004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3133,3134,,,,IV-V,V,IV,,,,,,Money Creek,Upstream of Money Creek  Rd. Bridge,http://www.americanwhitewater.org/content/River/detail/id/3152/,,3152,,putin,"{'x': -121.46630705399997, 'y': 47.70044918200006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3134,3135,,,,II+(III),II+,,III,,,,Lower Piru,Piru Creek,3) Lake Piru to Santa Clara River,http://www.americanwhitewater.org/content/River/detail/id/3153/,,3153,,putin,"{'x': -118.75099999999998, 'y': 34.45780000000008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3135,3136,,,,IV,IV,,,,,,Middle Piru,Piru Creek,2) Pyramid Lake to Lake Piru ,http://www.americanwhitewater.org/content/River/detail/id/3154/,,3154,,putin,"{'x': -118.74408494199997, 'y': 34.624245932000065, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3136,3137,,,,I(II),I,,II,,,,,Alatna,through Gates of the Arctic National Park,http://www.americanwhitewater.org/content/River/detail/id/3155/,,3155,,putin,"{'x': -155.08599999999998, 'y': 67.89980000000003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3137,3138,,,,I-II,II,I,,,,,,Colville,Thunder Creek to Harrison Bay,http://www.americanwhitewater.org/content/River/detail/id/3156/,,3156,,putin,"{'x': -160.34999999999997, 'y': 68.83360000000005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3138,3139,,,,I-II,II,I,,,,,,Nigu,Gates of the Arctic National Park,http://www.americanwhitewater.org/content/River/detail/id/3157/,,3157,,putin,"{'x': -155.18999999999997, 'y': 67.96800000000007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3139,3140,,,,II-III,III,II,,,,,,Kongakut,Mountains to Arctic Ocean,http://www.americanwhitewater.org/content/River/detail/id/3158/,,3158,,putin,"{'x': -141.844, 'y': 69.21170000000006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3140,3141,,,,I(II),I,,II,,,,,Noatak,Twelvemile Creek to Noatak Village,http://www.americanwhitewater.org/content/River/detail/id/3159/,,3159,,putin,"{'x': -155.22196224599998, 'y': 67.58957747100004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3141,3142,,,,I-II,II,I,,,,,,Sheenjek,Last Lake to Fort Yukon,http://www.americanwhitewater.org/content/River/detail/id/3160/,,3160,,putin,"{'x': -143.756329167, 'y': 68.59410314700006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3142,3143,,,,I,I,,,,,,,Portage,Portage Lake to Turnagain Arm,http://www.americanwhitewater.org/content/River/detail/id/3161/,,3161,,putin,"{'x': -148.84299999999996, 'y': 60.784800000000075, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3143,3144,,,,I,I,,,,,,,Twentymile,Carmen Lake to Turnagain Arm,http://www.americanwhitewater.org/content/River/detail/id/3162/,,3162,,putin,"{'x': -148.79099999999997, 'y': 60.91500000000008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3144,3145,,,,II+,II+,,,,,,,Kennicott,McCarthy Road to Nizina River,http://www.americanwhitewater.org/content/River/detail/id/3163/,,3163,,putin,"{'x': -142.94299999999998, 'y': 61.429400000000044, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3145,3146,,,,II+,II+,,,,,,,Nizina,1. Nizina Glacier to Kennicott River,http://www.americanwhitewater.org/content/River/detail/id/3164/,,3164,,putin,"{'x': -142.51999999999998, 'y': 61.55070000000006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3146,3147,,,,II-III,III,II,,,,,Day section,Rio Chama,Monastary to Big Eddy,http://www.americanwhitewater.org/content/River/detail/id/3165/,,3165,,putin,"{'x': -106.68199896599998, 'y': 36.366326883000056, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3147,3148,,,,IV-V,V,IV,,,,,,Silver Creek,Quartz Creek to North Fork Skykomish,http://www.americanwhitewater.org/content/River/detail/id/3166/,,3166,,putin,"{'x': -121.43911056399998, 'y': 47.92596651900004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3148,3149,,,,V+,V+,,,,,,,Martin Creek,along FR 6710,http://www.americanwhitewater.org/content/River/detail/id/3167/,,3167,,putin,"{'x': -121.18907680099994, 'y': 47.747129793000056, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3149,3150,,,,V+,V+,,,,,,,Deception Creek,Fisher Creek to Tye River,http://www.americanwhitewater.org/content/River/detail/id/3168/,,3168,,putin,"{'x': -121.191089122, 'y': 47.650019393000036, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3150,3151,,,,III-IV+,IV+,III,,,,,,Klamath,C. JC Boyle Powerhouse to Copco Reservoir (Hell's Corner) ,http://www.americanwhitewater.org/content/River/detail/id/3169/,,3169,,putin,"{'x': -122.07199999999995, 'y': 42.08930000000004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3151,3152,,,,III+(IV),III+,,IV,,,,,Klamath,3) Happy Camp to Coon Creek,http://www.americanwhitewater.org/content/River/detail/id/3170/,,3170,,putin,"{'x': -123.37899999999996, 'y': 41.78970000000004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3152,3153,,,,II-III,III,II,,,,,Pagosa Springs Town Run,San Juan,02. Conoco Station to Courthouse,http://www.americanwhitewater.org/content/River/detail/id/3171/,,3171,,putin,"{'x': -106.99600275599994, 'y': 37.27008357600005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3153,3154,,,,II(III),II,,III,,,,,Mendenhall,Mendenhall Lake to Riverside Drive,http://www.americanwhitewater.org/content/River/detail/id/3172/,,3172,,putin,"{'x': -134.582, 'y': 58.40450000000004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3154,3155,,,,III,III,,,,,,,Glacier (Sheridan River),Sheridan Glacier to Copper River Highway,http://www.americanwhitewater.org/content/River/detail/id/3173/,,3173,,putin,"{'x': -145.34399999999997, 'y': 60.50800000000004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3155,3156,,,,I-II,II,I,,,,,,Little Delaware,Rte. 28 to W. Br. Delaware River,http://www.americanwhitewater.org/content/River/detail/id/3174/,,3174,,putin,"{'x': -74.83132245199994, 'y': 42.24843853700003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3156,3157,,,,IV-V+,V+,IV,,,,,,Jenny Creek,"Hwy 66 near Ashland, OR, to Iron Gate Reservoir, CA",http://www.americanwhitewater.org/content/River/detail/id/3175/,,3175,,putin,"{'x': -122.36499999999995, 'y': 42.11790000000008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3157,3158,,,,IV-V,V,IV,,,,,,Pigeon,Dries: Harmon Den to Big Creek,http://www.americanwhitewater.org/content/River/detail/id/3176/,,3176,,putin,"{'x': -83.02534551099995, 'y': 35.73346491800004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3158,3159,,,,II-III+,III+,II,,,,,,"Flint Creek, East Fork",CR 1386 to Wilhites Rd. Bridge,http://www.americanwhitewater.org/content/River/detail/id/3177/,,3177,,putin,"{'x': -86.84269999999998, 'y': 34.29340000000008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3159,3160,,,,II,II,,,,,,,Alapahoochee (Grand Bay Canal),GA SR 135 in Echols Co. to Fla SR 150 on the Alapaha,http://www.americanwhitewater.org/content/River/detail/id/3178/,,3178,,putin,"{'x': -83.08826831799996, 'y': 30.62868072400005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3160,3161,,,,I-II,II,I,,,,,Big Rapid,Aucilla,Fla SR 257 to gauging station near Cabbage Grove ,http://www.americanwhitewater.org/content/River/detail/id/3179/,,3179,,putin,"{'x': -83.85705081799995, 'y': 30.273278067000035, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3161,3162,,,,III,III,,,,,,The Falls,Falling Creek,Fla SR 131,http://www.americanwhitewater.org/content/River/detail/id/3180/,,3180,,putin,"{'x': -82.66743860599996, 'y': 30.260278671000037, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3162,3163,,,,I-II(III),II,I,III,,,,Big Shoals Run,Suwannee,Big Shoals Tract to U.S. 41 bridge,http://www.americanwhitewater.org/content/River/detail/id/3181/,,3181,,putin,"{'x': -82.71391478499999, 'y': 30.324287973000025, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3163,3164,,,,II,II,,,,,,,Caesar Creek,Caesar Creek Lake to Little Miami River,http://www.americanwhitewater.org/content/River/detail/id/3182/,,3182,,putin,"{'x': -84.06508419199997, 'y': 39.48265734800003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3164,3165,,,,II,II,,,,,,,Hillsborough,Tampa,http://www.americanwhitewater.org/content/River/detail/id/3183/,,3183,,putin,"{'x': -82.42831028699999, 'y': 28.024711323000076, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3165,3166,,,,II-III+,III+,II,,,,,,Briggs Woods Spillway/Ditch 166,near Webster City (0.3 mile),http://www.americanwhitewater.org/content/River/detail/id/3184/,,3184,,putin,"{'x': -93.79274083199994, 'y': 42.43968580100005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3166,3167,,,,I(II),I,,II,,,,,Boone,"near Webster City (PnP, 0.5 mile access/egress)",http://www.americanwhitewater.org/content/River/detail/id/3185/,,3185,,putin,"{'x': -93.81809097899998, 'y': 42.390027917000054, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3167,3168,,,,II+,II+,,,,,,,Animas,2. Farmington Whitewater Park,http://www.americanwhitewater.org/content/River/detail/id/3186/,,3186,,putin,"{'x': -108.17341528299994, 'y': 36.73497328600007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3168,3169,,,,I,I,,,,,,,Okatoma Creek,South of Jackson,http://www.americanwhitewater.org/content/River/detail/id/3187/,,3187,,putin,"{'x': -103.48001418499996, 'y': 43.71554328900004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3169,3170,,,,I,I,,,,,,,Hanalei,Headwaters to the Ocean,http://www.americanwhitewater.org/content/River/detail/id/3188/,,3188,,putin,"{'x': -159.45499999999998, 'y': 22.11820000000006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3170,3171,,,,IV-V,V,IV,,,,,,Little Brush Creek,To Rte. 111 just past Dunlap,http://www.americanwhitewater.org/content/River/detail/id/3189/,,3189,,putin,"{'x': -85.43116447599994, 'y': 35.429739906000066, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3171,3172,,,,I,I,,,,,,,Colorado,19. Black Canyon,http://www.americanwhitewater.org/content/River/detail/id/3190/,,3190,,putin,"{'x': -114.74398367099997, 'y': 36.009727662000046, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3172,3173,,,,II+(III),II+,,III,,,,,Salmon,2. Wilderness Trailhead to Arrah-Wanna Road,http://www.americanwhitewater.org/content/River/detail/id/3191/,,3191,,putin,"{'x': -121.93999633499999, 'y': 45.27770656100006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3173,3174,,,,IV,IV,,,,,,,Youghiogheny,5. Ohiopyle Falls,http://www.americanwhitewater.org/content/River/detail/id/3192/,,3192,,putin,"{'x': -79.49485960099997, 'y': 39.870089163000046, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3174,3175,,,,V,V,,,,,,,Canyon Creek,7 Mile Bridge to South Santiam River,http://www.americanwhitewater.org/content/River/detail/id/3193/,,3193,,putin,"{'x': -122.36190106899994, 'y': 44.33388547000004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3175,3176,,,,V+,V+,,,,,,,"Cowlitz, Clear Fork",Lava Creek to La Wis Wis Campground,http://www.americanwhitewater.org/content/River/detail/id/3194/,,3194,,putin,"{'x': -121.50607054399995, 'y': 46.66876380000008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3176,3177,,,,III-V(V+),V,III,V+,,,,,Christy Creek,to Confluence with N. Fk. of Middle Fk. of Willamette,http://www.americanwhitewater.org/content/River/detail/id/3195/,,3195,,putin,"{'x': -122.36492543999998, 'y': 43.91210525400004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3177,3178,,,,III,III,,,,,,,"Rogue, North Fork",3. River Bridge to North Fork Park,http://www.americanwhitewater.org/content/River/detail/id/3196/,,3196,,putin,"{'x': -122.49414494799998, 'y': 42.82072834500008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3178,3179,,,,III-V,V,III,,,,,,Elkhorn Creek,to confluence with Little North Santiam,http://www.americanwhitewater.org/content/River/detail/id/3197/,,3197,,putin,"{'x': -122.28499645099998, 'y': 44.805570757000055, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3179,3180,,,,V,V,,,,,,,Hurdygurdy Creek,Bear Basin Road to Big Flat Road,http://www.americanwhitewater.org/content/River/detail/id/3198/,,3198,,putin,"{'x': -123.83299999999997, 'y': 41.789900000000046, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3180,3181,,,,IV(V),IV,,V,,,,The Gorge,Jackson Creek,1) Upper: NF300 to Cover Camp,http://www.americanwhitewater.org/content/River/detail/id/3199/,,3199,,putin,"{'x': -122.55799035799998, 'y': 42.99798538600004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3181,3182,,,,III-IV,IV,III,,,,,,Jackson Creek,2) Lower: Cover Camp to FS 31,http://www.americanwhitewater.org/content/River/detail/id/3200/,,3200,,putin,"{'x': -122.68686106599995, 'y': 42.97679817000005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3182,3183,,,,IV(V),IV,,V,,,,,Marion Creek,Gooch Falls Section,http://www.americanwhitewater.org/content/River/detail/id/3201/,,3201,,putin,"{'x': -121.87299999999999, 'y': 44.56250000000006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3183,3184,,,,V,V,,,,,,,McCoy Creek,milepost 8 to Yellowjacket Creek,http://www.americanwhitewater.org/content/River/detail/id/3202/,,3202,,putin,"{'x': -121.79500330199994, 'y': 46.30815737800003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3184,3185,,,,IV+,IV+,,,,,,,Panther Creek,to confluence with Lower Wind River,http://www.americanwhitewater.org/content/River/detail/id/3203/,,3203,,putin,"{'x': -121.84903811499998, 'y': 45.77145068400006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3185,3186,,,,II-IV,IV,II,,,,,,Quartz Creek,Quartz Creek Road: Mile 7.5 Bridge to Mile 2 Bridge,http://www.americanwhitewater.org/content/River/detail/id/3204/,,3204,,putin,"{'x': -122.33074076799994, 'y': 44.05141483600005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3186,3187,,,,III-V(V+),V,III,V+,,,,,"Clackamas, Oak Grove Fork",Lower Five Miles to Clackamas River,http://www.americanwhitewater.org/content/River/detail/id/3205/,,3205,,putin,"{'x': -121.96958867099994, 'y': 45.07455153400008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3187,3188,,,,I-II,II,I,,,,,,South Platte,08. Brighton City Park to Ft. Lupton,http://www.americanwhitewater.org/content/River/detail/id/3206/,,3206,,putin,"{'x': -104.82806774999995, 'y': 39.989818737000064, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3188,3189,,,,IV-V(V+),V,IV,V+,,,,,Stebbins Creek,to Washougal River,http://www.americanwhitewater.org/content/River/detail/id/3207/,,3207,,putin,"{'x': -122.08595177699999, 'y': 45.71535068400004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3189,3190,,,,III+(V),III+,,V,,,,,Winberry Creek,South / North Fork Confluence to Forest Service bridge,http://www.americanwhitewater.org/content/River/detail/id/3209/,,3209,,putin,"{'x': -122.61719565099997, 'y': 43.90101605500007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3190,3191,,,,IV(V),IV,,V,,,,,Little River,FS Road 165 to White Creek Campground,http://www.americanwhitewater.org/content/River/detail/id/3210/,,3210,,putin,"{'x': -122.75499006399997, 'y': 43.218666479000035, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3191,3192,,,,I,I,,,,,,,Little Sandy,Bridge on FS 14 to SE Marmot Rd.,http://www.americanwhitewater.org/content/River/detail/id/3211/,,3211,,putin,"{'x': -121.959015164, 'y': 45.41860001900005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3192,3193,,,,IV,IV,,,,,,,Roaring River,road 4611 to bridge at Roaring River Campground,http://www.americanwhitewater.org/content/River/detail/id/3212/,,3212,,putin,"{'x': -122.06492852199995, 'y': 45.17881364200008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3193,3194,,,,V+,V+,,,,,,,"Blackwater, North Fork",Rt. 219 to confluence with Blackwater River,http://www.americanwhitewater.org/content/River/detail/id/3213/,,3213,,putin,"{'x': -79.49640748999997, 'y': 39.15241402700008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3194,3195,,,,III-IV+,IV+,III,,,,,,Wildcat Creek (Tellico Tributary),Source to Tellico River,http://www.americanwhitewater.org/content/River/detail/id/3214/,,3214,,putin,"{'x': -84.24279999999999, 'y': 35.324700000000064, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3195,3196,,,,I,I,,,,,,Blackhand Gorge,Licking,1. Newark to Rock Haven Park,http://www.americanwhitewater.org/content/River/detail/id/3215/,,3215,,putin,"{'x': -82.33870370199998, 'y': 40.05920123400006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3196,3197,,,,V+,V+,,,,,,The Bull,Bull Run,Bull Run to Cheat River,http://www.americanwhitewater.org/content/River/detail/id/3216/,,3216,,putin,"{'x': -79.77618361299994, 'y': 39.57108091400005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
3197,3198,,,,V,V,,,,,,,Muddy Creek (Slippery Rock trib),to Slippery Rock Creek,http://www.americanwhitewater.org/content/River/detail/id/3217/,,3217,,putin,"{'x': -80.17600702399994, 'y': 40.97836035100005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
